Rating_point,Features,Price,Discount,Pagenum,Ratings,reviews,BrandName
3.9,HD Ready | QLED,7599,18999,19,844,160,VW
4.1,HD Ready | LED,5499,9990,20,17320,3207,Foxsky
4.0,HD Ready | LED,5990,22990,20,4887,516,Uniboom
4.0,HD Ready | LED,6090,22990,20,333,39,Uniboom
3.8,HD Ready | LED,6899,11999,20,186,21,Blaupunkt
3.7,HD Ready | LED,6990,14990,20,1358,127,Reliance
3.5,HD Ready | LED,6990,14999,20,60,5,Reliance
4.0,HD Ready | LED,4999,12999,20,5653,674,Foxsky
3.8,HD Ready | LED,6399,16999,20,6,0,VW
3.9,HD Ready | QLED,6899,11999,20,9019,843,Thomson
4.3,HD Ready | LED,6299,9999,20,51006,6399,Thomson
3.8,HD Ready | QLED,6899,11499,20,973,124,KODAK
4.1,HD Ready | LED,6299,9999,20,13638,1318,KODAK
4.0,HD Ready | LED,5290,19990,20,333,39,Uniboom
4.0,HD Ready | LED,5190,19990,20,4887,516,Uniboom
4.2,HD Ready | LED,5199,15000,20,11628,853,MarQ
4.0,HD Ready | LED,4499,11000,20,172,30,VW
4.0,Ultra HD (4K) | QLED,40990,69990,20,14871,827,XIAOMI
4.4,Ultra HD (4K) | Mini LED,58999,99999,20,42,4,PHILIPS
3.7,Full HD | LED,8099,19990,20,1358,127,Reliance
3.9,HD Ready | LED,8990,21490,20,16,0,Reliance
4.0,Ultra HD (4K) | QLED,36999,68999,20,113,22,Lumio
4.0,Ultra HD (4K) | QLED,27999,40999,20,113,22,Lumio
3.9,HD Ready | LED,10490,28990,20,453,44,Reliance
3.7,HD Ready | LED,11990,29990,20,30,1,Reliance
4.1,HD Ready | LED,5499,9990,21,17320,3207,Foxsky
4.0,HD Ready | LED,5990,22990,21,4887,516,Uniboom
4.0,HD Ready | LED,6090,22990,21,333,39,Uniboom
3.8,HD Ready | LED,6899,11999,21,186,21,Blaupunkt
3.7,HD Ready | LED,6990,14990,21,1358,127,Reliance
3.5,HD Ready | LED,6990,14999,21,60,5,Reliance
3.8,HD Ready | LED,6399,16999,21,6,0,VW
3.9,HD Ready | QLED,6899,11999,21,9019,843,Thomson
4.3,HD Ready | LED,6299,9999,21,51006,6399,Thomson
3.8,HD Ready | QLED,6899,11499,21,973,124,KODAK
4.1,HD Ready | LED,6299,9999,21,13638,1318,KODAK
4.0,Ultra HD (4K) | QLED,40990,69990,21,14871,827,XIAOMI
4.0,HD Ready | LED,5190,19990,21,4887,516,Uniboom
4.2,HD Ready | LED,5199,15000,21,11628,853,MarQ
4.0,HD Ready | LED,4499,11000,21,172,30,VW
3.7,Full HD | LED,8099,19990,21,1358,127,Reliance
4.0,Ultra HD (4K) | QLED,36999,68999,21,113,22,Lumio
4.4,Ultra HD (4K) | Mini LED,58999,99999,21,42,4,PHILIPS
3.9,HD Ready | LED,8990,21490,21,16,0,Reliance
3.9,HD Ready | LED,10490,28990,21,453,44,Reliance
4.0,Ultra HD (4K) | QLED,27999,40999,21,113,22,Lumio
4.0,Ultra HD (4K) | QLED,32999,58999,21,113,22,Lumio
3.7,HD Ready | LED,11990,29990,21,30,1,Reliance
3.9,HD Ready | QLED,7599,18999,21,844,160,VW
4.1,HD Ready | LED,5499,9990,22,17320,3207,Foxsky
4.0,HD Ready | LED,5990,22990,22,4887,516,Uniboom
4.0,HD Ready | LED,6090,22990,22,333,39,Uniboom
3.8,HD Ready | LED,6899,11999,22,186,21,Blaupunkt
3.7,HD Ready | LED,6990,14990,22,1358,127,Reliance
3.5,HD Ready | LED,6990,14999,22,60,5,Reliance
3.8,HD Ready | LED,6399,16999,22,6,0,VW
3.9,HD Ready | QLED,6899,11999,22,9019,843,Thomson
4.3,HD Ready | LED,6299,9999,22,51006,6399,Thomson
3.8,HD Ready | QLED,6899,11499,22,973,124,KODAK
4.1,HD Ready | LED,6299,9999,22,13638,1318,KODAK
4.0,Ultra HD (4K) | QLED,40990,69990,22,14871,827,XIAOMI
4.0,HD Ready | LED,5190,19990,22,4887,516,Uniboom
4.2,HD Ready | LED,5199,15000,22,11628,853,MarQ
4.0,HD Ready | LED,4499,11000,22,172,30,VW
3.7,Full HD | LED,8099,19990,22,1358,127,Reliance
4.0,Ultra HD (4K) | QLED,36999,68999,22,113,22,Lumio
4.4,Ultra HD (4K) | Mini LED,58999,99999,22,42,4,PHILIPS
3.9,HD Ready | LED,8990,21490,22,16,0,Reliance
3.9,HD Ready | LED,10490,28990,22,453,44,Reliance
4.0,Ultra HD (4K) | QLED,27999,40999,22,113,22,Lumio
4.0,Ultra HD (4K) | QLED,32999,58999,22,113,22,Lumio
3.7,HD Ready | LED,11990,29990,22,30,1,Reliance
3.9,HD Ready | QLED,7599,18999,22,844,160,VW
4.1,HD Ready | LED,5499,9990,23,17320,3207,Foxsky
4.0,HD Ready | LED,5990,22990,23,4887,516,Uniboom
4.0,HD Ready | LED,6090,22990,23,333,39,Uniboom
3.8,HD Ready | LED,6899,11999,23,186,21,Blaupunkt
3.7,HD Ready | LED,6990,14990,23,1358,127,Reliance
3.5,HD Ready | LED,6990,14999,23,60,5,Reliance
4.0,HD Ready | LED,4999,12999,23,5653,674,Foxsky
3.8,HD Ready | LED,6399,16999,23,6,0,VW
3.9,HD Ready | QLED,6899,11999,23,9019,843,Thomson
4.3,HD Ready | LED,6299,9999,23,51006,6399,Thomson
3.8,HD Ready | QLED,6899,11499,23,973,124,KODAK
4.1,HD Ready | LED,6299,9999,23,13638,1318,KODAK
4.0,HD Ready | LED,5290,19990,23,333,39,Uniboom
4.0,HD Ready | LED,5190,19990,23,4887,516,Uniboom
4.2,HD Ready | LED,5199,15000,23,11628,853,MarQ
4.0,HD Ready | LED,4499,11000,23,172,30,VW
4.0,Ultra HD (4K) | QLED,40990,69990,23,14871,827,XIAOMI
4.4,Ultra HD (4K) | Mini LED,58999,99999,23,42,4,PHILIPS
3.7,Full HD | LED,8099,19990,23,1358,127,Reliance
3.9,HD Ready | LED,8990,21490,23,16,0,Reliance
4.0,Ultra HD (4K) | QLED,36999,68999,23,113,22,Lumio
4.0,Ultra HD (4K) | QLED,27999,40999,23,113,22,Lumio
3.9,HD Ready | LED,10490,28990,23,453,44,Reliance
3.7,HD Ready | LED,11990,29990,23,30,1,Reliance
4.1,HD Ready | LED,5499,9990,24,17320,3207,Foxsky
4.0,HD Ready | LED,5990,22990,24,4887,516,Uniboom
4.0,HD Ready | LED,6090,22990,24,333,39,Uniboom
3.8,HD Ready | LED,6899,11999,24,186,21,Blaupunkt
3.7,HD Ready | LED,6990,14990,24,1358,127,Reliance
3.5,HD Ready | LED,6990,14999,24,60,5,Reliance
4.0,HD Ready | LED,4999,12999,24,5653,674,Foxsky
3.8,HD Ready | LED,6399,16999,24,6,0,VW
3.9,HD Ready | QLED,6899,11999,24,9019,843,Thomson
4.3,HD Ready | LED,6299,9999,24,51006,6399,Thomson
3.8,HD Ready | QLED,6899,11499,24,973,124,KODAK
4.1,HD Ready | LED,6299,9999,24,13638,1318,KODAK
4.0,HD Ready | LED,5290,19990,24,333,39,Uniboom
4.0,HD Ready | LED,5190,19990,24,4887,516,Uniboom
4.2,HD Ready | LED,5199,15000,24,11628,853,MarQ
4.0,HD Ready | LED,4499,11000,24,172,30,VW
4.0,Ultra HD (4K) | QLED,40990,69990,24,14871,827,XIAOMI
4.0,Ultra HD (4K) | QLED,36999,68999,24,113,22,Lumio
3.7,Full HD | LED,8099,19990,24,1358,127,Reliance
3.9,HD Ready | LED,8990,21490,24,16,0,Reliance
4.4,Ultra HD (4K) | Mini LED,58999,99999,24,42,4,PHILIPS
4.0,Ultra HD (4K) | QLED,27999,40999,24,113,22,Lumio
3.9,HD Ready | LED,10490,28990,24,453,44,Reliance
3.7,HD Ready | LED,11990,29990,24,30,1,Reliance
